SA2_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
801041046,0,0,4,0,6,13,14,15,4,56,0,0,4,8,9,12,27,22,5,87,23,135,197,158,120,69,42,16,0,760,0,0,0,4,7,11,10,5,0,37,48,54,114,122,81,83,72,34,6,614,936,361,584,556,372,197,119,50,7,3182,54,35,47,47,35,15,27,13,0,273,1127,591,982,959,716,510,411,227,45,5568,4,4,35,69,148,197,213,158,32,860,182,126,235,220,142,93,86,38,14,1136,0,4,10,19,38,60,57,49,10,247,0,0,0,0,0,3,0,15,6,24,0,9,23,72,95,105,115,85,13,517,3,3,7,12,33,48,83,78,27,294,3,0,3,11,10,17,28,23,10,105,0,0,3,10,14,23,43,37,12,142,52,198,309,256,191,120,58,24,6,1214,0,0,5,3,7,13,22,19,4,73,117,95,166,187,141,149,100,63,10,1028,1926,843,1268,1158,738,393,217,90,13,6646
801041047,0,0,0,0,5,10,6,4,4,29,0,0,4,0,7,5,15,14,5,50,16,56,49,54,71,33,24,11,0,314,0,0,0,0,3,7,5,3,0,18,26,32,30,43,68,70,56,24,11,360,463,320,178,263,353,246,161,33,9,2026,29,23,11,8,23,21,22,6,0,143,555,457,274,403,589,504,363,157,35,3337,4,10,10,25,101,150,148,117,23,588,91,77,54,55,100,95,47,25,8,552,0,5,4,9,25,56,62,55,13,229,0,0,0,0,0,0,0,8,9,17,3,4,0,24,56,92,85,52,14,330,3,3,3,10,26,42,61,76,21,245,3,0,0,0,9,23,21,22,0,78,5,0,4,0,6,19,32,32,4,102,38,95,72,77,103,66,37,23,0,511,0,0,0,0,3,15,15,23,0,56,57,53,48,70,131,143,114,49,7,672,943,701,398,485,707,522,296,72,11,4135
801041048,0,0,0,6,4,0,6,8,0,24,0,0,0,5,3,10,14,0,9,41,18,67,86,64,56,35,23,6,3,358,0,0,0,0,0,0,4,7,0,11,16,34,45,47,53,50,49,17,14,325,436,201,272,258,218,153,94,22,0,1654,49,7,22,23,21,13,10,5,0,150,549,305,441,421,398,329,254,97,33,2827,0,4,15,27,63,103,106,55,34,407,87,65,107,100,64,62,40,7,7,539,0,4,3,4,29,39,43,19,3,144,0,0,0,0,0,0,3,11,10,24,0,7,9,16,50,63,68,32,11,256,9,0,4,8,21,30,45,34,15,166,0,0,0,3,4,5,15,14,3,44,0,4,0,3,7,10,27,11,5,67,35,100,140,98,95,71,30,7,5,581,0,0,0,0,4,10,9,15,4,42,48,46,73,85,93,90,71,20,20,546,887,430,553,563,430,316,173,46,3,3401
801041116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,10,11,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,6,20,3,0,0,0,0,32,87,27,48,54,26,6,0,0,0,248,4,0,5,9,3,0,0,0,0,21,104,40,74,90,42,10,13,0,0,373,0,0,9,7,3,6,3,0,0,28,12,9,3,10,4,0,0,3,0,41,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,0,4,3,0,28,0,0,0,3,0,0,6,0,0,9,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,10,9,13,15,9,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,12,0,10,19,7,6,0,0,0,54,181,53,94,117,49,7,4,0,0,505
801041119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
801041120,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,6,14,39,81,58,25,5,3,0,0,225,0,0,3,0,3,0,0,0,0,6,21,18,52,44,27,18,8,3,0,191,677,180,415,413,121,48,20,0,0,1874,48,12,37,37,19,5,3,0,0,161,789,258,615,598,218,100,52,12,0,2642,0,6,12,33,32,27,25,7,0,142,98,43,102,85,41,14,15,7,0,405,0,3,6,13,8,6,5,3,0,44,0,0,0,0,0,0,0,0,0,0,0,3,8,36,37,20,29,6,0,139,0,0,3,3,4,12,21,0,0,43,0,0,3,0,8,3,0,0,0,14,0,0,3,6,9,0,5,0,0,23,40,60,109,93,42,11,3,6,0,364,0,0,5,0,4,5,0,0,0,14,55,27,77,78,45,33,17,3,0,335,1338,388,836,888,269,88,40,5,0,3852
801041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,13,19,20,15,3,6,0,0,80,0,0,0,0,0,0,0,0,0,0,5,4,20,18,13,10,0,0,0,70,282,72,239,169,44,24,19,4,0,853,11,18,18,15,0,0,0,0,0,62,313,110,299,223,75,51,30,9,0,1110,0,0,0,15,12,11,16,3,0,57,27,16,25,28,7,8,4,4,0,119,0,0,0,4,6,4,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,16,15,13,9,0,0,57,0,3,0,0,0,12,7,0,0,22,0,0,0,3,0,4,0,0,0,7,0,0,0,3,0,4,0,0,0,7,11,16,22,27,19,8,0,4,0,107,0,0,0,0,0,0,0,0,0,0,25,6,28,29,21,12,9,6,0,136,563,145,453,370,91,46,29,3,0,1700
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,8,14,26,18,9,0,6,0,0,81,0,0,0,0,0,0,0,0,0,0,8,5,19,26,17,5,7,0,0,87,291,71,213,208,63,29,12,0,0,887,13,4,13,7,3,0,3,0,0,43,332,99,272,276,105,47,31,9,0,1171,0,0,5,11,20,11,13,3,0,63,27,10,33,35,20,3,4,5,0,137,0,0,0,0,3,4,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,21,18,11,9,4,0,68,3,0,0,0,0,4,0,6,0,13,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,4,3,0,10,7,23,32,29,17,5,6,4,0,123,0,4,0,0,0,4,3,0,0,11,18,9,22,42,23,7,10,4,3,138,628,151,411,457,162,54,17,4,0,1884
801051049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,18,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,97,5,8,0,0,0,0,0,110,6,741,83,17,3,0,0,0,0,850,0,279,11,6,0,0,0,0,0,296,5,1416,116,28,8,0,0,0,0,1573,0,5,0,0,0,0,0,0,0,5,0,223,18,4,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,355,33,4,4,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,142,13,3,5,0,0,0,0,163,6,1428,184,36,3,0,0,0,0,1657
801051050,0,0,4,0,0,5,3,9,10,31,0,4,3,3,6,12,11,11,8,58,11,103,64,59,61,49,27,20,27,421,0,0,0,4,0,3,0,16,14,37,19,41,47,61,61,51,57,30,47,414,351,212,162,217,217,151,88,35,28,1461,23,15,18,21,22,26,16,11,7,159,422,378,302,375,397,354,274,185,154,2841,0,8,12,25,53,123,124,103,63,511,58,69,68,81,78,80,54,37,9,534,0,0,3,13,28,30,45,39,13,171,0,0,0,0,0,0,7,36,74,117,0,11,6,10,17,52,53,38,27,214,0,0,0,4,16,29,45,60,53,207,0,0,5,0,4,7,15,17,12,60,0,4,3,3,6,25,21,27,16,105,27,152,111,95,99,88,51,44,43,710,0,0,0,4,4,8,10,28,13,67,42,60,68,87,106,106,104,53,70,696,726,420,363,417,418,301,173,65,47,2930
801051051,0,0,0,3,0,0,0,4,0,7,4,0,0,4,5,4,7,8,0,32,6,140,223,84,31,22,9,3,0,518,0,0,0,0,0,4,0,0,0,4,4,53,137,50,34,29,23,10,4,344,131,387,801,261,135,90,46,14,11,1876,7,42,81,25,13,12,9,5,5,199,153,649,1290,463,220,181,131,66,29,3182,0,8,31,30,26,56,55,39,15,260,21,121,258,132,46,24,25,10,0,637,0,0,5,16,12,23,17,18,3,94,0,0,0,0,0,0,0,3,6,9,0,6,11,18,10,21,22,9,7,104,0,0,6,4,15,16,39,12,7,99,0,0,4,3,0,6,0,7,0,20,4,0,0,3,6,8,15,8,0,44,11,188,366,150,74,39,22,4,0,854,0,0,0,0,5,3,8,6,0,22,5,84,222,89,56,55,34,19,9,573,282,746,1655,624,276,201,83,38,13,3918
801051053,0,0,5,0,4,0,0,0,0,9,0,0,0,0,0,4,3,3,0,10,4,165,77,24,17,18,0,0,0,305,0,0,0,0,0,0,3,0,0,3,0,70,47,22,21,20,16,0,0,196,67,585,486,156,92,62,34,13,0,1495,5,181,61,24,7,10,5,0,4,297,71,1021,680,231,145,137,87,35,8,2415,0,7,11,9,21,31,30,22,4,135,3,142,99,41,21,24,15,8,0,353,0,0,3,3,15,11,23,7,0,62,0,0,0,0,0,0,0,4,6,10,0,0,6,3,9,18,11,4,4,55,0,0,3,3,3,12,19,12,5,57,0,0,3,0,4,5,3,0,0,15,0,0,0,0,0,3,3,5,0,11,6,229,141,50,40,31,4,0,0,501,0,0,0,0,0,3,7,5,0,15,0,103,76,49,30,37,23,8,0,326,128,1102,1048,357,232,138,79,24,5,3113
801051054,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,3,5,3,0,11,10,79,107,38,31,23,0,4,0,292,0,0,3,0,0,0,0,3,0,6,5,27,44,31,24,12,8,6,8,165,171,191,291,135,109,52,29,12,3,993,9,20,19,14,6,5,0,0,0,73,211,337,480,240,186,119,62,38,22,1695,0,0,11,15,22,36,32,26,14,156,22,47,91,55,30,29,11,13,3,301,0,3,0,12,4,14,10,10,3,56,0,0,0,0,0,0,0,4,5,9,0,3,3,3,18,17,16,10,3,73,0,0,0,6,3,14,9,18,16,66,0,0,0,0,0,4,0,3,6,13,0,0,0,0,0,3,9,7,3,22,15,104,145,62,46,31,8,8,3,422,0,0,5,0,0,3,4,10,5,27,11,33,55,43,35,29,19,21,13,259,350,411,638,310,211,119,45,22,4,2110
801051055,0,0,0,5,3,0,9,9,0,26,0,0,0,0,0,5,9,13,0,27,6,81,83,63,44,25,16,3,6,327,0,0,0,4,0,3,4,3,3,17,11,32,41,51,31,20,30,12,5,233,323,179,221,241,149,81,54,33,9,1290,24,20,21,15,15,18,6,3,0,122,381,307,380,386,269,173,166,112,46,2220,4,6,10,25,45,58,95,52,33,328,51,51,67,68,47,37,28,17,5,371,4,0,3,13,12,19,25,17,9,102,0,0,0,0,0,4,4,8,6,22,0,0,10,21,15,30,33,18,6,133,0,0,8,5,12,22,35,26,15,123,0,0,0,3,3,4,14,17,4,45,0,0,4,5,3,20,18,13,8,71,14,100,124,105,64,41,27,7,4,486,0,0,0,4,0,10,8,8,3,33,41,50,71,76,47,31,51,17,9,393,638,354,478,498,309,180,105,48,15,2625
801051056,0,0,0,4,3,3,0,4,6,20,0,0,0,0,4,7,4,10,10,35,10,37,41,45,37,25,16,9,4,224,0,0,0,0,0,0,0,7,9,16,21,14,24,32,33,38,25,13,5,205,256,118,93,142,155,81,39,32,10,926,8,9,13,16,16,9,5,4,0,80,316,188,169,250,270,198,134,100,51,1676,0,0,7,18,33,63,64,54,31,270,56,43,32,48,41,30,20,14,7,291,0,0,0,10,11,19,29,20,11,100,0,0,0,0,0,0,0,6,8,14,4,3,0,11,13,23,23,20,10,107,0,0,0,0,3,17,23,34,27,104,0,0,0,6,6,6,9,9,9,45,0,0,0,3,4,8,17,17,11,60,20,56,64,74,58,49,22,12,6,361,0,0,0,0,4,8,0,10,12,34,37,25,37,47,60,66,43,28,9,352,534,233,204,292,305,167,87,42,19,1883
801051057,0,0,0,0,0,3,9,16,12,40,0,0,0,3,4,9,13,17,11,57,10,112,119,67,48,41,19,30,24,470,0,0,0,0,4,5,4,7,19,39,8,49,75,53,43,43,30,30,20,351,263,261,452,252,174,119,81,30,14,1646,20,11,33,24,13,16,12,9,13,151,296,428,702,412,307,278,233,165,140,2961,3,6,24,27,39,94,109,105,63,470,26,89,112,77,69,57,45,24,15,514,0,0,6,8,16,25,41,24,22,142,0,0,0,0,0,4,13,52,76,145,0,6,14,13,27,41,54,39,23,217,0,0,3,3,13,15,47,51,52,184,0,0,0,0,3,4,14,21,15,57,0,0,0,3,10,23,28,19,18,101,20,156,202,111,74,70,41,44,32,750,0,0,0,5,3,8,16,15,26,73,22,65,116,85,76,71,49,45,31,560,538,505,923,524,355,246,164,68,25,3348
801051058,0,0,0,0,9,5,3,3,4,24,0,4,0,3,3,6,10,9,4,39,13,142,100,60,54,37,33,0,0,439,0,0,0,5,0,5,6,4,5,25,15,52,62,41,64,53,54,22,12,375,364,308,268,238,252,151,89,27,8,1705,24,24,19,23,25,24,4,0,3,146,439,532,471,375,437,342,244,103,52,2995,0,4,18,25,59,101,129,80,46,462,69,94,95,64,77,70,44,14,10,537,0,0,5,12,21,41,49,25,6,159,0,0,0,0,0,3,0,8,17,28,0,10,8,13,25,38,28,27,13,162,0,8,3,9,12,29,51,30,28,170,0,0,4,6,10,5,8,10,9,52,0,4,4,3,11,13,16,21,13,85,24,206,148,88,103,72,45,13,4,703,0,3,0,5,0,8,9,3,9,37,33,74,96,64,116,94,87,37,14,615,757,690,585,451,509,325,190,55,10,3572
801051060,0,0,0,0,6,0,4,0,0,10,0,3,0,0,4,0,9,3,0,19,3,127,157,36,23,22,8,4,0,380,0,0,0,0,0,0,0,4,0,4,0,43,78,32,27,22,26,11,4,243,154,298,441,212,128,74,64,24,5,1400,10,17,37,16,9,0,9,0,0,98,169,508,724,315,219,162,147,77,25,2346,0,11,12,17,31,62,57,37,16,243,14,101,145,50,28,35,16,12,0,401,0,3,4,8,13,24,33,23,7,115,0,0,0,0,0,0,0,7,0,7,0,4,7,10,19,22,27,13,8,110,0,4,5,0,12,17,28,24,14,104,0,0,0,0,3,4,0,8,4,19,0,4,3,0,9,8,11,7,0,42,3,170,232,75,47,45,18,5,0,595,0,0,0,0,0,3,7,10,0,20,8,58,130,57,51,53,48,26,9,440,302,544,925,440,240,146,104,38,8,2747
801051061,0,0,0,0,3,4,5,3,4,19,0,0,0,0,0,12,8,10,4,34,12,102,146,111,65,56,19,9,0,520,0,0,0,4,0,6,4,9,0,23,38,40,72,81,57,75,38,17,8,426,535,206,407,375,251,126,64,28,8,2000,26,26,31,32,16,16,7,10,0,164,637,397,670,655,452,328,178,129,37,3483,0,4,14,32,72,108,91,77,30,428,76,104,127,137,94,48,47,26,8,667,0,3,0,20,15,32,37,25,14,146,0,0,0,0,0,0,4,4,10,18,0,0,10,12,26,43,29,37,14,171,0,5,0,8,18,20,25,36,20,132,0,0,0,7,3,10,6,7,7,40,0,0,0,5,8,23,18,17,9,80,28,141,214,174,117,89,31,14,4,812,0,0,0,6,0,4,4,12,6,32,73,56,98,140,102,125,71,28,12,705,1122,460,838,764,503,258,134,52,17,4148
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,0,0,0,0,4,0,5,4,3,16,0,0,5,0,4,5,4,8,0,26,9,69,52,29,41,27,11,4,8,250,0,0,0,0,0,0,3,3,0,6,17,28,32,30,36,56,26,15,13,253,251,214,248,174,201,152,80,40,9,1369,15,19,19,10,15,10,14,14,10,126,303,340,366,268,322,289,191,120,78,2277,0,4,12,20,43,73,76,63,38,329,21,66,61,43,45,46,37,17,11,347,0,0,3,5,12,34,40,26,18,138,0,0,0,0,0,0,0,9,13,22,0,0,3,8,14,27,26,15,5,98,0,3,0,0,5,23,32,31,25,119,0,0,0,0,3,9,5,5,3,25,0,0,5,0,6,6,8,17,5,47,13,107,96,48,60,42,17,15,5,403,0,0,0,4,0,0,4,9,11,28,25,42,51,52,61,90,51,35,21,428,497,475,537,368,388,300,173,75,19,2832
801051125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,9,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,15,45,296,69,30,9,0,0,0,0,449,8,77,15,3,0,0,0,0,0,103,52,404,100,49,11,4,0,0,0,620,0,3,0,5,4,6,0,0,0,18,4,45,8,5,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,17,4,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,20,4,3,0,0,0,0,0,27,102,1058,176,65,21,8,0,0,0,1430
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,18,28,12,11,7,11,5,0,95,0,0,0,0,0,0,5,0,0,5,0,7,15,3,18,11,18,9,0,81,52,76,78,45,31,52,37,12,0,383,8,12,3,12,9,3,9,0,0,56,65,125,127,76,72,106,90,46,14,721,0,0,4,7,8,34,39,30,8,130,7,27,23,18,13,26,12,3,0,129,0,0,0,4,8,7,8,10,0,37,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,10,8,8,0,41,0,0,3,0,0,9,18,13,4,47,0,0,0,0,0,3,0,0,0,3,0,0,3,3,4,4,0,8,0,22,3,29,55,25,30,24,12,10,0,188,0,0,0,0,0,6,5,0,0,11,5,16,26,17,30,27,25,13,0,159,102,151,201,99,84,112,75,28,3,855
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,0,0,0,0,0,0,3,7,4,14,0,0,0,0,0,5,3,9,6,23,6,32,23,21,21,24,14,7,3,151,0,0,0,0,0,0,0,9,5,14,14,19,6,21,29,15,34,17,11,166,246,133,77,151,141,94,78,45,16,981,15,20,15,6,11,10,17,6,4,104,279,221,127,217,234,173,206,151,88,1696,0,0,4,17,32,41,79,77,54,304,13,32,18,33,36,35,35,14,13,229,0,0,0,10,15,31,34,40,28,158,0,0,0,0,0,0,8,10,13,31,0,0,4,4,10,8,29,34,12,101,0,0,0,6,5,15,38,43,43,150,0,0,0,0,6,0,3,15,9,33,0,0,0,0,7,3,11,19,10,50,10,55,28,32,38,37,18,15,6,239,0,0,0,0,0,0,8,13,11,32,25,34,13,29,50,47,63,35,19,315,453,245,164,281,277,188,138,74,25,1845
