SA2_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
801011001,..,0,0,0,0,0,..,106,16,121,0,119,..,8,0,10,0,10,..,11,0,11,0,11,..,20,0,20,0,20,..,7,6,6,0,6,..,0,0,3,0,3,..,5,0,5,0,5,..,16,0,16,0,16,..,17,0,17,0,17,..,0,0,0,0,0,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,44,0,51,0,51,..,12,0,13,0,13,..,3,3,8,0,8,..,12,0,12,0,12,..,15,0,15,0,15,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,15,0,11,0,16,..,0
801011002,..,21,3,23,0,23,..,1024,142,1163,8,1175,..,10,0,8,0,8,..,20,0,20,0,20,..,21,0,21,0,23,..,15,0,16,0,16,..,67,3,65,0,65,..,48,0,49,0,49,..,136,4,138,0,140,..,451,19,468,3,470,..,120,10,133,3,136,..,39,0,41,0,41,..,81,0,82,0,82,..,38,0,38,0,38,..,969,39,1009,4,1018,..,33,0,33,0,33,..,26,6,34,0,34,..,0,3,6,0,6,..,120,25,143,0,143,..,10,0,10,0,10,..,42,3,41,0,41,..,77,13,85,0,85,..,23,0,27,0,27,..,35,9,38,0,38,..,17,3,17,0,17,..,16,0,15,0,15,..,19,0,22,0,22,..,68,3,70,0,70,..,39,4,47,4,44,..,89,3,89,0,95,..,33,0,33,0,33,..,231,10,236,3,238,..,108,16,124,0,126,..,44
801011003,..,20,5,20,0,20,..,587,83,671,0,676,..,8,4,18,0,18,..,40,0,44,0,43,..,18,4,22,0,22,..,20,0,24,0,24,..,56,0,56,0,56,..,26,0,26,0,26,..,95,4,99,0,99,..,249,7,255,8,262,..,63,5,72,3,71,..,55,5,59,0,59,..,62,3,64,0,64,..,28,0,28,0,31,..,641,27,665,10,674,..,28,0,33,0,34,..,22,0,22,0,22,..,15,0,17,0,17,..,55,11,61,0,61,..,9,4,12,0,12,..,46,0,43,0,50,..,27,3,27,0,27,..,14,0,19,0,16,..,10,0,10,0,10,..,23,0,23,0,23,..,4,0,4,0,4,..,9,0,16,0,16,..,25,0,25,0,25,..,35,0,35,0,35,..,39,0,44,0,44,..,17,0,17,0,17,..,117,0,117,0,117,..,61,7,70,0,70,..,69
801011004,..,0,0,0,0,0,..,29,9,38,0,37,..,8,0,8,0,8,..,10,0,10,0,10,..,12,0,12,0,12,..,10,0,9,0,9,..,4,0,8,0,8,..,17,0,17,0,17,..,9,3,13,0,13,..,9,0,9,0,9,..,27,7,33,0,32,..,6,0,6,0,6,..,14,0,14,0,12,..,0,0,0,0,0,..,84,10,91,4,97,..,16,0,18,0,18,..,0,0,0,0,0,..,3,4,3,0,3,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,16,0,16,0,16,..,4,0,4,0,4,..,31,0,31,0,31,..,3,0,3,0,3,..,55,0,52,0,52,..,27,5,28,0,28,..,7
801011005,..,0,0,0,0,0,..,41,5,48,0,48,..,7,0,7,0,7,..,29,0,28,0,28,..,23,0,23,0,23,..,17,3,15,0,15,..,10,0,10,0,10,..,0,0,0,0,0,..,17,0,14,0,14,..,6,0,6,0,6,..,3,3,4,0,4,..,7,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,51,5,53,0,53,..,18,0,22,0,22,..,15,0,15,0,15,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,5,..,7,0,12,0,12,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,19,5,20,0,20,..,18,0,18,0,18,..,3,0,3,0,3,..,41,5,43,0,43,..,31,10,38,0,38,..,3
801011006,..,3,0,3,0,3,..,114,21,133,0,134,..,23,9,29,0,29,..,4,0,8,0,8,..,22,0,21,0,21,..,38,0,46,0,45,..,5,0,5,0,5,..,52,6,56,0,56,..,50,5,57,0,57,..,18,3,19,0,19,..,55,8,61,0,61,..,23,0,23,0,22,..,32,0,32,0,32,..,5,0,5,0,5,..,239,17,255,0,258,..,31,4,35,0,35,..,14,0,14,0,14,..,16,0,22,0,22,..,6,4,5,0,5,..,11,0,11,0,11,..,42,5,45,0,47,..,12,7,19,0,19,..,20,0,20,0,20,..,10,0,10,0,10,..,11,0,11,0,11,..,10,0,10,3,13,..,4,3,5,0,5,..,24,4,25,0,30,..,13,0,16,0,16,..,49,0,51,0,51,..,0,0,0,0,0,..,91,12,102,0,99,..,86,4,92,0,95,..,5
801011007,..,4,0,4,0,4,..,103,27,132,4,131,..,36,0,39,0,39,..,13,0,15,0,15,..,30,0,30,0,34,..,33,7,37,0,37,..,13,0,13,0,13,..,10,0,10,0,10,..,21,0,21,0,17,..,25,0,25,0,25,..,22,6,24,0,24,..,8,0,8,0,8,..,12,0,13,0,13,..,11,0,11,0,11,..,113,6,115,0,118,..,43,0,49,0,49,..,16,0,16,0,19,..,5,0,5,0,5,..,16,3,16,0,16,..,4,0,4,0,4,..,8,0,12,0,12,..,9,0,9,0,9,..,11,0,11,0,11,..,5,0,5,0,5,..,14,0,14,0,14,..,12,0,12,0,12,..,7,0,7,0,7,..,4,0,4,0,4,..,12,0,10,0,10,..,11,0,11,0,11,..,3,0,3,0,3,..,36,0,34,0,34,..,58,3,59,0,59,..,8
801011008,..,3,4,7,0,7,..,143,57,204,0,201,..,38,3,41,0,41,..,9,0,9,0,9,..,25,0,25,0,25,..,18,0,22,0,22,..,12,0,12,0,12,..,16,0,16,0,16,..,52,5,60,0,60,..,69,0,67,0,67,..,30,3,38,0,38,..,18,0,18,0,18,..,56,5,61,0,61,..,4,0,4,0,4,..,255,21,278,0,278,..,49,5,52,0,52,..,17,0,17,0,17,..,11,3,12,0,12,..,7,0,10,0,10,..,9,4,11,0,11,..,16,0,16,0,16,..,9,0,9,0,9,..,13,0,18,0,18,..,15,0,14,0,13,..,7,3,12,0,12,..,3,0,3,0,3,..,7,3,11,0,11,..,21,0,21,0,21,..,8,0,14,0,14,..,37,0,40,0,40,..,8,0,8,0,8,..,85,0,84,0,84,..,50,13,65,0,66,..,11
801011009,..,0,0,0,0,0,..,50,9,61,0,61,..,17,0,13,0,13,..,7,0,7,0,7,..,14,0,19,0,19,..,15,5,25,0,25,..,6,4,6,0,6,..,0,0,0,0,0,..,19,0,19,0,19,..,10,0,10,0,10,..,16,4,13,0,13,..,0,0,0,0,0,..,25,0,25,0,25,..,0,0,0,0,0,..,77,4,82,0,82,..,23,7,22,0,22,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,11,0,11,0,11,..,6,0,6,0,6,..,0,0,0,0,0,..,10,0,10,0,10,..,8,0,3,0,3,..,17,0,17,0,17,..,34,5,40,0,40,..,3
801011010,..,0,0,0,0,0,..,16,0,21,0,21,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,5,0,5,0,5,..,8,0,8,0,8,..,0
