SAL_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
SAL80024,0,3,0,7,0,0,0,0,0,11,162,106,368,861,169,112,63,61,43,1950,0,0,9,22,0,0,0,0,0,34,0,0,0,5,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,5,3,0,0,0,0,11,0,4,100,278,9,8,7,3,0,419,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,11,23,13,11,9,9,14,88,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,33,3,5,36,217,6,5,5,4,0,279,0,3,3,12,5,0,0,0,0,25,0,0,6,37,4,0,0,0,0,46
SAL80025,0,0,3,3,3,0,0,0,0,9,290,628,257,542,175,64,39,9,0,2007,0,0,0,20,10,5,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,13,0,0,9,29,3,0,7,6,0,60,0,0,0,5,0,4,0,0,0,12,0,4,0,3,3,0,0,0,0,14,0,4,3,14,14,5,4,5,0,55,0,0,0,11,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,3,8,0,0,0,0,10,3,22,41,268,58,13,10,5,0,416,0,3,0,4,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,10
SAL80026,0,0,0,0,0,0,0,0,0,0,121,202,211,346,169,152,91,24,6,1331,0,0,0,6,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,10,6,4,8,0,0,17,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,9,15,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,4,5,40,10,3,7,4,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL80027,0,0,0,0,0,0,0,0,0,0,82,72,334,1111,158,135,77,25,3,2000,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,11,0,0,0,7,3,0,0,0,0,14,0,0,54,114,4,5,0,0,0,180,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,3,0,0,15,42,15,21,15,6,0,121,0,0,0,4,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,14,0,0,3,12,4,0,0,3,0,23,0,0,0,0,0,0,0,0,0,6,0,0,10,28,0,0,0,0,0,43,0,0,12,78,7,4,3,0,0,110,0,0,0,7,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,13
SAL80028,0,0,0,3,0,0,0,0,0,10,142,197,552,707,162,112,121,69,35,2101,0,0,0,25,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,10,0,0,0,3,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,36,113,22,18,14,3,0,213,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,5,8,19,12,10,11,11,3,80,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,5,0,0,8,9,0,0,0,0,0,24,0,3,34,110,19,9,3,0,6,185,0,0,7,10,0,0,0,0,0,14,0,0,3,12,0,0,0,0,0,16
SAL80029,0,0,0,0,0,0,0,0,0,0,192,334,300,614,273,283,144,36,20,2204,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,9,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,5,12,11,11,25,15,12,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,9,28,16,9,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80030,0,0,0,0,0,0,0,0,0,0,114,201,957,609,231,183,149,70,31,2532,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,10,3,0,0,33,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,38,37,18,29,8,14,5,147,0,0,0,3,0,0,0,0,0,10,3,0,0,0,0,4,0,0,0,7,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,9,6,0,0,0,0,0,18,0,0,13,7,0,3,0,0,0,32,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
SAL80031,0,0,0,0,0,0,0,0,0,0,0,9,5,14,3,7,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,0,0,0,7,0,0,0,0,0,8,317,447,257,709,210,85,53,19,0,2105,0,3,0,15,10,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,5,0,3,0,0,0,3,0,0,9,51,10,5,6,0,0,81,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,8,0,4,3,15,10,15,3,4,0,53,0,0,0,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,6,0,0,5,0,0,9,4,17,13,172,22,7,0,0,0,234,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,0,0,0,8
SAL80034,0,0,0,0,0,0,0,0,0,0,55,196,143,183,158,122,114,72,22,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,11,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,14,14,12,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,11,0,0,0,0,0,0,4,4,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80035,0,0,0,10,0,0,0,0,0,8,107,205,144,349,145,71,69,27,3,1129,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,9,4,0,37,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,5,0,0,0,30,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL80036,0,0,0,0,0,0,0,0,0,0,61,123,111,246,127,93,59,51,17,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,3,15,9,7,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,4,36,5,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80037,0,0,0,0,0,0,0,0,0,0,173,342,287,573,230,258,168,43,0,2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,26,19,9,0,77,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,4,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,27,11,5,3,0,0,51,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
SAL80038,0,0,0,0,0,0,0,0,0,0,25,24,335,473,114,82,59,24,7,1142,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,161,158,0,3,3,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,10,17,5,6,10,0,0,63,0,0,0,3,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,6,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,21,4,0,3,0,0,35,0,0,24,52,7,0,0,0,0,87,0,0,13,7,0,0,0,0,0,15,0,0,3,8,0,3,0,0,0,12
SAL80039,0,0,0,3,0,0,0,0,0,3,141,340,337,510,291,217,106,26,7,1968,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,33,22,9,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,3,6,28,5,6,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,11
SAL80040,0,0,0,0,0,0,0,0,0,3,83,152,103,262,160,109,75,51,17,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,6,7,4,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,6,15,10,6,67,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,0,6,4,3,5,5,0,19,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,9,0,0,0,14,0,0,0,0,0,21,0,5,0,4,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0
SAL80041,0,0,0,3,0,0,0,0,0,3,217,288,162,489,112,45,22,4,4,1334,0,0,0,20,9,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,32,5,9,0,3,0,49,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,9,0,0,7,7,11,6,7,5,0,36,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,14,0,19,17,142,23,10,5,0,0,222,0,0,5,8,0,0,0,0,0,6,0,0,0,7,5,0,0,0,0,16
SAL80042,0,0,0,9,0,0,0,0,0,11,203,337,140,476,141,57,42,30,9,1433,0,0,6,11,13,5,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,10,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,9,3,4,13,109,18,15,9,0,0,171,0,0,0,3,3,0,0,0,0,5,0,0,0,5,0,0,0,0,0,6,3,0,6,14,7,7,3,0,0,45,0,0,0,5,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,4,0,0,17,0,11,12,108,30,11,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,12
SAL80043,0,0,0,0,0,0,0,0,0,0,133,363,244,450,284,259,140,83,40,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,8,0,0,0,3,3,0,0,0,0,7,0,5,5,11,4,0,6,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,11,16,24,16,19,12,108,0,0,0,5,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,3,3,0,4,5,4,0,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,27,11,3,4,3,0,48,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SAL80044,0,0,0,0,0,0,0,0,0,0,57,152,129,182,135,139,103,59,34,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,3,0,0,20,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,7,4,3,10,18,11,11,3,72,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,10,0,0,3,15,11,0,5,4,0,43,0,0,0,0,0,3,0,0,0,8,0,0,0,4,0,0,0,0,0,4
SAL80045,0,0,0,0,0,0,0,0,0,0,161,182,84,274,55,25,11,6,0,798,0,0,0,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,3,59,3,7,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,8,0,0,0,26,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,3,11,12,118,23,8,7,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4
SAL80046,0,0,0,0,0,0,0,0,0,0,61,112,204,435,91,83,44,18,5,1060,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,12,66,6,5,3,0,0,94,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,12,4,6,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,12,0,0,0,17,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4
SAL80047,0,0,0,0,0,0,0,0,0,6,116,218,189,452,167,126,65,34,15,1390,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,3,0,0,11,0,0,0,0,3,0,0,0,0,3,0,3,7,24,8,9,3,0,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,13,6,17,14,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,4,7,0,0,0,0,0,7,0,0,6,30,3,0,8,0,0,47,0,0,0,12,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,9
SAL80048,0,0,0,0,0,0,0,0,0,0,89,229,188,298,184,140,90,63,17,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,10,13,21,12,9,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,13,4,4,0,0,0,22,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SAL80049,0,0,3,10,3,3,0,0,0,19,262,591,438,750,381,238,125,55,12,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,4,0,0,10,0,0,0,8,4,4,0,0,0,19,0,0,0,0,0,0,0,5,0,6,0,0,0,0,4,0,0,0,0,8,0,6,11,12,13,13,18,0,5,75,0,0,0,4,5,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,6,0,0,3,52,13,7,0,0,0,82,0,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4
SAL80050,0,0,0,0,0,0,0,0,0,0,179,400,309,609,290,209,199,51,8,2245,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,18,0,8,3,0,0,34,0,0,0,0,0,0,7,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,15,11,4,0,61,0,0,0,0,6,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,3,0,5,3,0,8,4,0,17,0,0,0,0,0,0,3,5,3,8,0,0,0,9,0,0,0,0,0,10,0,6,4,25,12,0,0,0,0,50,0,7,0,0,0,0,0,0,0,10,0,3,0,4,0,0,0,0,0,9
SAL80051,0,0,0,0,0,0,0,0,0,0,92,165,153,267,141,143,132,29,6,1134,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,21,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,0,13,6,19,19,9,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,6,3,0,12,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,6,0,0,3,0,0,7,14,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
