SAL_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
SAL80087,0,4,0,4,..,8,0,8,0,8,..,9,0,9,0,9,..,3,0,3,0,3,..,17,0,17,0,17,..,9,0,7,0,7,..,7,0,10,0,10,..,4,3,4,0,4,..,0,0,0,0,0,..,6,0,12,0,12,..,89,7,93,0,94,..,416,28,449,4,457,..,6,0,8,63,74,1076,431,29,460,71,1605,1081,..,..,..,..,1081,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,6,4,14,0,14,..,23,5,26,0,26,..,4,0,4,0,4,..,33,10,46,0,46,..,4,0,4,0,4,..,10,0,10,0,10,..,14,0,14,0,14,..,6,0,12,0,12,..,12,0,11,0,11,..,0,0,0,0,0,..,29,0,29,0,29,..,81,7,83,0,89,..,18,0,22,0,22,..,14,0,14,0,14,..,15,0,18,0,17,..,0,0,0
SAL80088,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,4,0,4,..,61,5,64,0,64,..,0,0,0,3,5,626,60,6,66,3,693,634,..,..,..,..,634,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
SAL80089,0,16,0,16,..,12,0,9,0,9,..,33,0,33,0,33,..,3,0,3,0,7,..,59,0,61,0,63,..,13,0,17,0,17,..,9,0,9,0,9,..,5,0,3,0,3,..,5,0,0,0,8,..,37,0,39,0,39,..,119,14,129,4,131,..,743,67,810,10,816,..,25,0,25,83,105,2536,766,67,834,92,3460,2585,..,..,..,..,2585,..,8,0,13,0,13,..,23,7,38,0,38,..,0,0,0,0,0,..,9,4,14,0,14,..,36,14,43,0,43,..,0,0,0,0,3,..,46,19,64,0,65,..,0,0,4,0,4,..,18,0,18,0,18,..,23,0,23,0,23,..,14,3,20,0,20,..,30,4,30,0,30,..,7,0,11,0,11,..,44,0,48,0,48,..,21,0,25,0,25,..,85,9,90,0,90,..,17,0,17,0,17,..,26,0,30,0,30,..,13,0,13
SAL80090,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SAL80091,0,6,0,6,..,9,0,9,0,9,..,9,0,9,0,9,..,0,0,0,0,0,..,18,0,21,0,21,..,18,0,18,0,18,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,24,8,37,0,37,..,58,10,68,0,67,..,331,39,374,5,375,..,7,0,6,103,109,1043,334,43,377,107,1526,1109,..,..,..,..,1109,..,0,0,0,0,0,..,19,0,19,0,19,..,0,0,0,0,0,..,14,0,13,0,13,..,35,10,43,0,43,..,0,0,0,0,0,..,43,8,58,0,58,..,6,0,6,0,6,..,17,0,17,0,17,..,7,0,7,0,7,..,0,0,4,0,4,..,5,0,5,0,5,..,4,0,4,0,4,..,13,0,9,0,9,..,20,0,20,0,20,..,11,0,9,0,9,..,3,0,3,0,3,..,14,0,14,0,14,..,0,0,0
SAL80092,0,23,0,23,..,0,0,0,0,0,..,11,0,11,0,11,..,5,0,5,0,5,..,34,0,37,0,37,..,6,0,10,0,10,..,20,0,17,0,17,..,4,0,4,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,89,3,97,0,95,..,443,39,475,4,481,..,10,0,10,65,75,1126,450,39,492,67,1680,1157,..,..,..,..,1157,..,0,0,0,0,0,..,9,0,8,0,8,..,0,0,0,0,0,..,10,0,11,0,11,..,46,14,56,0,59,..,0,0,0,0,0,..,55,15,68,0,72,..,3,0,6,0,6,..,16,0,16,0,16,..,4,0,4,0,4,..,9,0,8,0,8,..,15,0,16,0,16,..,0,0,0,0,0,..,10,0,10,0,10,..,71,0,73,0,73,..,21,4,29,0,27,..,4,0,4,0,4,..,11,0,11,0,11,..,7,0,7
SAL80093,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,17,4,23,0,23,..,7,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,18,3,19,0,19,..,41,3,44,0,44,..,295,43,333,0,333,..,4,0,5,48,48,965,300,41,336,48,1351,960,..,..,..,..,960,..,3,0,3,0,3,..,13,0,18,0,18,..,0,0,0,0,0,..,7,3,14,0,14,..,39,0,41,0,41,..,0,0,0,0,0,..,45,11,56,0,56,..,28,0,26,0,26,..,10,0,10,0,10,..,3,0,3,0,3,..,21,0,25,0,25,..,4,0,4,0,4,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,8,0,8,0,8,..,6,0,6,0,6,..,5,0,6,0,6,..,0,0,0
SAL80094,0,3,0,3,..,0,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,12,0,9,0,9,..,24,0,25,0,25,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,7,6,18,0,18,..,46,8,53,0,59,..,220,34,254,9,260,..,7,0,7,58,60,1360,231,34,263,60,1688,1372,..,..,..,..,1372,..,0,0,0,0,0,..,6,0,7,0,7,..,0,0,0,0,0,..,9,0,5,0,5,..,31,3,38,0,39,..,0,0,0,0,0,..,39,7,52,0,51,..,3,0,3,0,3,..,3,0,3,0,3,..,10,0,10,0,10,..,13,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,9,0,9,0,9,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0
SAL80095,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,5,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SAL80096,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SAL80097,0,6,0,6,..,5,0,5,0,5,..,6,0,3,0,3,..,0,0,0,0,0,..,14,0,15,0,15,..,25,4,30,0,30,..,24,0,24,0,24,..,5,0,5,0,5,..,0,0,0,0,0,..,32,4,33,0,33,..,75,7,80,0,78,..,453,40,495,6,498,..,13,0,16,62,73,2101,466,41,508,65,2673,2285,..,..,..,..,2285,..,9,0,9,0,9,..,24,3,26,0,26,..,0,0,0,0,0,..,13,7,17,0,17,..,28,3,30,0,30,..,5,0,5,0,5,..,43,7,54,0,54,..,18,0,20,0,20,..,12,0,12,0,12,..,13,0,16,0,16,..,6,0,9,0,9,..,6,0,6,0,6,..,0,0,3,0,3,..,17,0,17,0,16,..,13,0,13,0,13,..,20,0,25,0,25,..,18,0,18,0,18,..,18,8,26,0,26,..,0,0,0
SAL80098,0,18,0,18,..,3,0,3,0,3,..,21,0,21,0,21,..,12,0,12,0,12,..,55,0,60,0,60,..,40,4,40,0,40,..,35,5,39,0,39,..,0,0,0,0,0,..,0,0,0,0,0,..,18,8,24,0,24,..,181,27,202,4,210,..,1169,113,1283,12,1288,..,20,0,20,93,116,1263,1190,116,1304,103,2666,1256,..,..,..,..,1256,..,4,0,4,0,4,..,35,4,40,0,40,..,0,0,0,0,0,..,21,6,28,0,28,..,71,21,93,0,93,..,0,0,0,0,0,..,95,31,120,0,119,..,7,0,7,0,7,..,6,0,6,0,6,..,3,0,3,0,3,..,6,0,6,0,6,..,61,7,68,0,68,..,56,0,53,0,53,..,73,4,76,0,76,..,41,4,43,0,43,..,127,13,139,0,138,..,33,0,33,0,33,..,107,6,115,0,113,..,18,0,18
SAL80099,0,6,0,6,..,11,0,11,0,11,..,5,0,5,0,5,..,0,0,0,0,0,..,24,0,23,0,23,..,29,0,30,0,30,..,8,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,3,..,16,0,20,0,20,..,92,11,104,0,104,..,680,49,725,8,732,..,23,5,21,194,220,2168,705,51,748,197,3116,2348,..,..,..,..,2348,..,0,0,0,0,0,..,22,0,26,0,26,..,4,0,4,0,4,..,16,3,18,0,18,..,55,6,62,0,66,..,6,0,6,0,6,..,80,6,90,0,86,..,14,4,16,0,16,..,64,0,64,0,64,..,20,0,20,0,20,..,20,0,22,0,22,..,6,0,5,0,5,..,0,0,0,0,0,..,34,0,34,0,34,..,34,0,36,0,38,..,17,4,18,0,18,..,19,0,19,0,19,..,12,0,12,0,12,..,5,0,5
SAL80100,0,12,0,12,..,14,0,14,0,13,..,28,4,33,0,31,..,15,0,15,0,15,..,67,5,72,0,76,..,35,4,38,0,40,..,20,3,21,0,21,..,9,0,6,0,13,..,0,0,0,0,0,..,62,18,76,0,81,..,195,33,227,12,239,..,1295,183,1474,25,1498,..,21,5,27,161,184,3705,1317,182,1499,190,5388,3893,..,..,..,..,3893,..,15,0,15,0,15,..,35,3,42,0,42,..,4,3,7,0,7,..,43,15,59,0,59,..,94,30,125,0,125,..,4,0,4,0,4,..,139,47,189,0,189,..,36,4,35,0,35,..,18,0,18,0,18,..,13,0,13,0,13,..,24,4,27,0,27,..,27,0,27,0,27,..,38,3,43,0,46,..,86,11,97,0,97,..,51,4,57,0,52,..,94,7,102,0,110,..,44,0,41,0,42,..,55,0,66,0,61,..,19,0,19
SAL80101,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,5,0,5,0,5,..,14,0,14,0,14,..,19,4,19,0,19,..,7,0,7,0,7,..,5,0,5,0,5,..,5,0,5,0,7,..,46,3,51,0,51,..,62,9,71,4,77,..,729,84,808,4,817,..,3,0,3,48,59,2465,735,84,818,56,3339,2440,..,..,..,..,2440,..,29,0,29,0,29,..,30,0,28,0,28,..,0,0,4,0,4,..,52,11,62,0,62,..,137,28,162,3,166,..,3,0,8,0,8,..,195,38,234,3,238,..,28,3,35,0,35,..,6,0,6,0,6,..,12,0,13,0,13,..,29,8,34,0,34,..,14,0,14,0,14,..,4,0,4,0,4,..,29,0,29,0,29,..,12,0,12,0,12,..,14,0,13,0,13,..,30,0,30,0,30,..,27,4,29,0,29,..,0,0,0
SAL80102,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,6,0,6,0,6,..,16,0,16,0,16,..,13,3,18,0,18,..,9,0,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,23,0,21,0,21,..,92,7,100,0,100,..,445,35,482,6,486,..,5,4,12,73,87,2344,455,37,486,85,2919,2393,..,..,..,..,2393,..,8,0,8,0,8,..,18,3,13,0,13,..,0,0,0,0,0,..,15,0,16,0,16,..,51,11,62,3,63,..,3,0,3,0,3,..,67,15,83,3,82,..,15,0,16,0,16,..,20,0,20,0,20,..,35,0,39,0,39,..,20,0,20,0,20,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,13,0,13,0,13,..,18,0,16,0,23,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0
SAL80103,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,5,6,5,0,5,..,16,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,10,0,13,0,13,..,173,10,180,0,175,..,3,0,3,18,18,257,171,10,181,17,451,234,..,..,..,..,234,..,0,0,0,0,0,..,15,0,12,0,12,..,0,0,0,0,0,..,11,0,14,0,14,..,25,3,27,0,27,..,0,0,0,0,0,..,41,4,39,0,39,..,8,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,32,0,32,0,32,..,10,0,10,0,10,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0
SAL80104,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,3,14,0,14,..,37,13,51,0,51,..,0,0,0,52,50,129,40,13,49,52,232,77,..,..,..,..,77,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SAL80105,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,17,0,25,0,25,..,112,9,123,0,123,..,3,0,3,27,34,717,115,9,124,27,869,677,..,..,..,..,677,..,0,0,0,0,0,..,14,0,14,0,14,..,7,0,7,0,7,..,5,6,10,0,8,..,3,0,7,0,7,..,0,0,0,0,0,..,11,0,15,0,17,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
SAL80106,0,6,0,6,..,0,0,0,0,0,..,11,0,11,0,5,..,3,0,3,0,3,..,14,0,14,0,15,..,8,3,10,0,10,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,18,0,25,0,26,..,55,13,70,3,75,..,302,46,351,3,356,..,6,0,9,92,92,998,308,49,355,94,1444,1138,..,..,..,..,1138,..,0,0,0,0,0,..,12,0,14,0,14,..,0,0,0,0,0,..,8,4,19,0,19,..,29,10,36,0,36,..,5,0,5,0,5,..,44,9,59,0,59,..,0,3,4,0,7,..,12,0,12,0,12,..,11,0,11,0,11,..,4,6,12,0,12,..,0,4,7,0,7,..,0,0,0,0,0,..,10,0,10,0,10,..,15,0,19,0,19,..,7,0,11,0,11,..,3,0,10,0,10,..,3,0,3,0,3,..,0,0,0
SAL80107,0,11,0,11,..,8,0,8,0,8,..,11,0,11,0,11,..,3,5,6,0,6,..,31,4,33,0,33,..,28,0,28,0,28,..,14,0,18,0,17,..,4,3,7,0,7,..,0,0,0,0,0,..,71,13,87,0,87,..,88,21,109,0,109,..,727,109,836,5,844,..,12,0,13,87,96,1820,736,112,845,88,2765,1834,..,..,..,..,1834,..,4,0,4,0,4,..,22,12,37,4,36,..,4,0,4,0,4,..,30,15,49,0,49,..,109,27,136,0,139,..,4,0,4,0,4,..,147,47,191,0,189,..,22,4,25,0,25,..,3,0,3,0,3,..,10,0,10,0,10,..,14,3,24,0,24,..,25,0,25,0,25,..,8,0,8,0,8,..,27,8,29,0,29,..,4,0,4,0,4,..,20,0,20,0,20,..,5,0,7,0,7,..,21,0,25,0,25,..,9,0,9
SAL80108,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SAL80109,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,8,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,5,30,0,30,..,215,12,228,4,227,..,7,0,6,35,48,1063,219,13,239,38,1340,1046,..,..,..,..,1046,..,0,0,0,0,0,..,7,0,11,0,11,..,7,0,7,0,7,..,5,0,5,0,5,..,15,3,17,0,23,..,0,0,0,0,0,..,20,3,23,0,21,..,3,0,4,0,4,..,4,0,4,0,4,..,0,0,3,0,6,..,10,0,16,0,16,..,4,0,4,0,4,..,6,0,4,0,4,..,18,0,15,0,15,..,12,0,12,0,12,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,6,0,6,..,0,0,0
SAL80110,0,42,0,42,..,0,0,0,0,0,..,58,0,55,0,58,..,9,0,9,0,9,..,109,0,107,0,105,..,14,0,13,0,13,..,19,3,21,0,22,..,4,0,4,0,4,..,5,0,8,0,8,..,6,0,6,0,7,..,100,10,108,3,116,..,853,80,932,14,954,..,23,0,23,123,142,1419,877,80,955,137,2515,1459,..,..,..,..,1459,..,0,0,0,0,0,..,26,5,31,0,31,..,4,0,4,0,4,..,34,3,37,0,37,..,91,17,112,0,112,..,9,0,9,0,9,..,133,25,160,0,160,..,4,0,4,0,4,..,17,0,17,0,17,..,0,0,0,0,0,..,10,0,11,0,11,..,23,0,20,0,24,..,7,0,7,0,7,..,32,0,32,0,31,..,141,3,148,0,148,..,38,6,44,0,44,..,11,0,11,0,11,..,13,0,10,0,10,..,4,0,4
SAL80111,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,4,0,4,0,6,..,0,0,0,6,6,60,4,0,4,11,69,60,..,..,..,..,60,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
