SAL_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Other_0_14,M_Other_15_24,M_Other_25_34,M_Other_35_44,M_Other_45_54,M_Other_55_64,M_Other_65_74,M_Other_75_84,M_Other_85_over,M_Other_Tot,M_None_0_14,M_None_15_24,M_None_25_34,M_None_35_44,M_None_45_54,M_None_55_64,M_None_65_74,M_None_75_84,M_None_85_over,M_None_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
SAL80121,0,0,0,0,6,10,12,11,0,39,0,0,0,3,6,7,3,7,0,26,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,14,0,0,0,0,6,4,5,3,0,18,0,0,0,0,0,0,6,0,0,6,0,0,0,0,3,6,0,6,0,15,0,0,6,5,6,13,5,0,0,35,0,0,0,0,0,0,3,5,0,8,0,0,0,5,0,15,4,6,0,30,14,10,14,18,22,27,20,5,0,130,3,7,10,30,25,35,16,11,0,137,16,18,34,56,61,96,55,37,3,376,0,0,0,0,10,4,30,6,0,50,0,0,0,0,6,0,9,0,0,15,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,4,0,22,0,0,0,0,0,0,3,6,0,9
SAL80122,0,0,4,9,3,6,12,0,0,34,19,10,10,10,0,0,4,0,0,53,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,5,9,0,0,36,0,0,0,0,0,4,8,0,0,12,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,3,12,11,3,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,10,0,8,8,6,9,6,0,0,47,284,76,218,201,52,16,12,0,0,859,14,9,8,19,5,3,0,0,0,58,333,94,253,271,73,46,30,5,0,1105,0,0,0,9,10,7,5,6,0,37,10,9,16,19,7,4,0,4,0,69,0,0,0,4,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,5,0,3,0,24,0,3,0,0,0,5,0,0,0,8
SAL80123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,9,3,9,3,7,5,4,0,0,40,0,0,0,0,3,3,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80124,0,0,0,12,24,38,29,6,0,109,49,26,30,35,28,15,6,0,0,189,0,0,4,5,0,17,19,0,0,45,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,23,23,9,0,71,0,5,0,0,11,34,20,9,0,79,0,0,0,0,3,0,6,3,0,12,0,0,0,0,5,9,7,0,3,24,10,28,30,23,31,32,3,0,0,157,0,0,0,0,3,0,7,4,0,14,19,15,18,26,26,33,27,3,0,167,283,190,191,149,141,129,53,15,6,1157,19,24,16,19,14,10,5,5,0,112,379,276,276,250,255,266,145,35,12,1894,0,4,12,20,36,66,37,17,4,196,25,28,36,37,38,26,20,6,0,216,0,0,8,3,9,22,13,4,0,59,0,0,0,0,0,0,0,0,3,3,0,0,4,6,11,19,9,3,0,52,0,0,0,3,6,6,9,6,7,37
SAL80125,0,0,0,5,7,0,5,4,0,21,15,6,9,14,5,0,3,0,0,52,0,0,0,0,0,5,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,8,4,0,0,39,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,12,11,5,5,0,0,0,41,0,0,0,0,0,5,0,0,0,5,12,0,6,15,8,3,0,0,0,44,336,79,198,246,94,25,8,0,0,986,16,3,16,15,0,0,3,0,0,53,381,94,243,310,130,41,23,5,0,1227,0,0,3,3,11,6,10,3,0,36,8,6,20,19,16,3,0,0,0,72,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,3,0,19,3,0,0,0,0,0,0,0,0,3
SAL80126,0,0,4,9,9,6,19,13,13,73,19,13,9,17,10,11,11,3,0,93,0,0,0,3,4,6,11,12,0,36,0,0,0,0,0,0,0,3,0,3,0,0,6,0,7,9,14,10,5,51,0,0,0,4,3,3,16,21,0,47,0,0,0,0,0,0,3,4,6,13,0,0,0,0,0,0,4,11,0,15,9,8,16,23,14,8,10,5,0,93,0,0,0,0,0,0,0,4,0,4,13,11,7,4,13,28,20,8,4,108,205,128,84,105,120,76,30,25,0,773,24,15,9,8,18,5,4,0,0,83,271,169,120,162,183,131,84,72,21,1213,0,0,5,0,21,24,34,34,13,131,16,8,19,24,21,13,19,8,0,128,0,0,0,0,0,7,11,10,0,28,0,0,0,0,0,0,0,0,5,5,0,0,0,3,6,7,8,14,4,42,0,0,0,0,0,4,6,17,3,30
SAL80127,0,0,7,8,16,24,23,10,3,91,11,44,70,26,7,15,9,7,0,189,0,0,0,4,7,12,18,10,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,10,20,6,7,62,0,0,0,0,5,14,19,15,5,58,0,0,0,0,4,0,0,6,0,10,0,0,3,0,6,3,6,4,0,22,3,44,70,35,20,16,10,7,0,205,0,0,0,0,0,0,4,0,0,4,9,16,52,29,23,24,20,9,7,189,149,242,487,225,111,74,42,18,5,1353,8,13,40,24,16,10,6,3,0,120,172,347,691,339,198,170,123,56,15,2111,0,12,10,10,19,36,30,25,8,150,4,57,73,23,20,16,10,6,0,209,0,0,8,4,7,14,13,14,6,66,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,9,8,10,0,44,0,3,7,0,6,6,6,11,3,42
SAL80128,0,0,0,3,4,0,5,0,0,12,5,4,0,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,33,16,13,23,14,3,0,0,0,102,3,0,0,0,0,6,4,0,0,13,44,16,18,30,25,10,11,3,0,157,0,0,0,0,4,9,0,0,0,13,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAL80129,0,0,4,15,32,52,104,48,10,265,78,49,48,56,52,40,33,10,4,370,0,5,3,8,14,22,39,29,8,128,0,0,0,0,0,0,4,3,5,12,0,0,9,12,24,47,86,32,6,216,9,0,3,5,16,43,80,33,9,198,0,0,0,0,4,7,22,8,0,41,5,0,0,3,7,16,28,9,3,71,29,45,56,54,56,48,32,14,0,334,0,0,6,0,4,0,21,7,0,38,49,34,25,38,64,69,66,27,6,378,659,299,376,368,289,196,139,44,9,2379,37,32,27,30,25,28,27,18,4,228,838,433,524,549,506,435,459,183,39,3966,0,0,13,33,52,130,181,81,34,524,48,46,67,88,70,61,58,21,9,468,0,3,4,8,14,37,53,16,3,138,0,0,0,0,0,0,0,6,6,12,0,0,15,26,22,55,48,25,14,205,3,0,0,6,5,22,34,27,12,109
SAL80130,0,0,0,8,8,20,22,30,5,93,24,13,17,27,16,8,11,3,5,124,0,0,0,0,6,5,13,15,3,42,0,0,0,0,0,0,0,5,0,5,0,0,0,3,7,17,12,23,0,62,0,0,0,4,5,15,16,11,3,54,0,0,0,0,0,8,3,3,0,14,0,0,0,0,0,7,5,6,0,18,11,15,16,20,18,17,8,7,0,112,0,0,0,0,3,0,3,6,3,15,19,11,7,23,20,18,19,20,3,140,209,103,119,134,103,67,44,30,0,809,21,12,15,16,13,13,13,6,5,114,271,151,168,209,177,138,117,96,22,1349,0,6,7,9,18,46,48,39,17,190,18,16,23,24,17,18,13,8,3,140,0,0,0,0,8,7,13,18,7,53,0,0,0,0,0,0,0,0,5,5,3,0,3,6,4,5,17,12,8,58,0,0,0,0,6,4,7,19,10,46
SAL80131,0,0,3,11,24,34,41,27,11,151,44,50,60,65,39,14,23,13,4,312,0,0,0,5,8,16,14,12,11,66,0,0,0,0,0,0,0,0,3,3,0,0,7,11,15,17,25,21,4,100,0,0,0,7,14,13,24,21,9,88,0,0,0,3,0,3,3,3,3,15,0,0,0,0,0,10,11,10,4,35,15,36,63,67,52,32,11,3,4,283,0,0,0,0,0,0,0,7,3,10,38,22,28,57,38,49,33,14,6,285,587,252,431,391,248,134,75,21,3,2142,34,27,37,32,19,19,8,4,0,180,707,369,603,590,405,276,184,81,36,3251,0,5,9,17,42,73,49,57,15,267,33,51,65,70,59,36,25,17,6,362,0,3,0,19,9,20,18,12,3,84,0,0,0,0,0,0,0,4,6,10,0,0,3,6,6,19,6,19,12,71,0,5,0,0,5,6,5,22,8,51
SAL80132,0,4,0,4,6,21,19,27,16,97,15,16,8,15,14,14,5,11,5,103,0,0,0,0,3,6,9,22,8,48,0,0,0,0,0,0,0,0,7,7,0,0,0,6,4,11,13,10,6,50,0,0,0,0,4,8,15,31,10,68,0,0,0,0,0,4,0,12,0,16,0,0,0,0,0,3,0,7,0,10,6,15,12,16,24,13,8,4,3,101,0,0,0,0,0,4,3,6,0,13,17,15,14,12,22,27,23,15,4,149,217,150,119,117,130,74,49,24,4,884,11,4,6,7,11,8,10,7,0,64,259,195,147,168,206,148,123,106,39,1391,0,4,3,4,16,22,51,56,18,174,12,17,15,11,13,14,15,12,3,112,0,0,0,0,6,9,8,11,3,37,0,0,0,0,0,0,0,4,3,7,4,0,0,4,9,7,15,12,7,58,0,0,0,0,8,8,10,23,13,62
SAL80133,0,0,4,5,14,23,44,30,21,141,17,15,16,28,20,13,12,7,3,131,0,0,6,4,3,8,18,16,10,65,0,0,0,0,0,0,5,15,18,38,0,0,4,3,11,12,24,22,11,87,0,0,0,10,6,0,25,35,20,96,0,0,0,0,0,0,3,5,9,17,0,0,0,0,3,0,9,15,3,30,7,17,24,27,27,13,21,6,10,152,0,0,0,0,4,0,7,9,7,27,14,12,19,12,18,21,31,24,12,163,331,167,148,192,163,86,63,48,9,1207,13,4,12,15,14,10,14,15,11,108,387,212,214,274,266,163,181,157,77,1931,0,3,6,13,31,45,61,73,24,256,23,14,23,30,27,23,34,26,11,211,0,0,0,0,9,11,16,26,3,65,0,0,0,0,0,0,5,17,20,42,0,0,4,4,10,13,22,24,3,80,0,0,0,4,5,13,21,16,19,78
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80135,0,0,13,7,14,13,10,3,0,60,17,16,41,21,21,13,4,3,0,136,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,18,17,12,10,0,0,66,0,0,0,8,5,8,6,4,0,31,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,4,19,34,23,19,6,5,0,0,110,0,0,0,0,0,0,0,0,0,0,15,8,27,27,21,14,16,0,0,128,306,144,345,297,115,55,26,9,0,1297,17,12,33,14,9,3,11,0,0,99,360,195,477,400,188,106,66,21,5,1818,0,6,13,18,29,24,16,3,0,109,15,23,55,41,18,14,9,0,0,175,0,0,0,3,9,3,5,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,8,6,0,0,35,0,0,0,0,5,7,5,3,0,20
SAL80136,0,0,3,3,6,13,45,31,5,106,27,11,3,15,20,9,23,7,3,118,0,3,0,0,5,17,30,13,4,72,0,0,0,0,0,0,0,8,5,13,0,0,4,0,9,13,17,13,0,56,0,0,0,0,5,13,44,21,8,91,0,0,0,0,6,3,9,5,6,29,0,0,0,0,0,0,7,6,0,13,6,13,8,11,11,11,16,0,0,76,0,0,0,0,0,0,4,5,0,9,17,0,3,6,15,21,38,19,0,119,176,121,75,123,143,134,85,37,12,906,16,9,0,4,12,10,15,15,4,85,234,166,94,165,206,222,242,131,33,1493,0,3,0,3,17,35,64,53,24,199,21,15,15,21,19,22,28,19,0,160,0,0,0,0,6,14,27,16,9,72,0,0,0,0,0,0,0,6,5,11,0,0,0,3,5,8,13,16,10,55,0,0,0,0,4,12,23,13,13,65
SAL89494,0,0,0,3,0,4,4,0,0,11,0,6,0,4,5,0,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,3,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,12,14,13,6,7,0,3,0,59,0,0,0,0,3,0,0,0,0,3,0,4,7,3,9,4,5,0,0,32,17,31,29,18,11,5,4,0,0,115,3,15,11,30,19,15,10,0,0,103,23,66,60,62,53,38,21,6,0,329,0,0,0,0,0,12,4,3,0,19,0,8,5,3,3,3,3,0,0,25,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,4,0,0,8
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
