SAL_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Other_0_14,M_Other_15_24,M_Other_25_34,M_Other_35_44,M_Other_45_54,M_Other_55_64,M_Other_65_74,M_Other_75_84,M_Other_85_over,M_Other_Tot,M_None_0_14,M_None_15_24,M_None_25_34,M_None_35_44,M_None_45_54,M_None_55_64,M_None_65_74,M_None_75_84,M_None_85_over,M_None_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
SAL80001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,4,0,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,4,7,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,15,8,4,4,10,5,0,0,0,46,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,5,11,0,0,0,0,32,0,5,3,6,0,0,0,0,0,14,3,10,13,7,6,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,39,26,0,5,4,0,0,0,78,0,12,8,0,0,0,0,0,0,20,4,60,39,5,6,4,0,0,4,122,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80012,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,3,3,3,4,0,0,0,17,0,0,0,0,0,0,4,0,0,4,6,5,8,3,3,3,8,0,0,36,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,13,0,0,8,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,14,4,0,12,4,7,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,8,10,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80017,0,0,0,0,0,0,0,0,0,0,0,96,12,7,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,98,13,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,42,6,0,0,0,0,0,0,48,0,678,106,21,0,0,0,0,0,805,0,199,14,0,0,0,0,0,0,213,0,1096,152,23,0,0,0,0,0,1271,0,5,0,0,0,0,0,0,0,5,0,125,9,0,0,0,0,0,0,134,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80018,0,0,3,10,24,48,38,33,15,171,37,26,31,37,31,32,16,10,0,220,0,0,3,7,14,12,20,18,8,82,0,0,0,0,0,0,3,18,27,48,0,0,0,3,13,25,27,17,6,91,0,0,5,0,9,18,28,39,23,122,0,0,0,0,0,4,10,8,5,27,0,0,0,0,6,7,11,17,0,41,11,49,42,33,43,36,19,22,14,269,0,0,0,0,5,5,7,9,4,30,21,19,19,31,42,49,43,22,23,269,374,206,200,197,201,150,85,29,21,1463,33,21,13,26,10,25,14,9,14,165,470,309,300,315,341,334,238,130,99,2536,0,8,9,12,30,73,84,73,47,336,23,44,38,43,41,50,37,22,5,303,0,0,3,7,17,18,31,22,6,104,0,0,0,0,0,0,7,21,49,77,0,10,5,4,6,22,22,21,18,108,0,0,0,3,3,6,20,23,32,87
SAL80019,5,0,3,8,40,45,23,16,3,143,69,46,29,47,32,24,6,5,0,258,0,0,0,5,12,20,10,17,3,67,0,0,0,0,0,0,0,4,0,4,0,9,0,12,40,26,21,13,0,121,0,0,0,6,13,29,28,13,8,97,0,3,0,0,3,3,6,3,0,18,0,0,0,0,3,6,0,8,0,17,24,32,37,46,40,28,12,4,0,223,0,0,0,0,0,5,4,8,0,17,40,17,16,33,67,33,25,8,3,242,553,326,284,310,317,114,52,9,5,1970,39,27,36,28,29,8,10,4,0,181,711,455,407,453,528,270,148,58,15,3045,0,4,9,28,58,63,50,45,6,263,35,40,48,50,70,26,33,15,3,320,0,0,0,8,21,15,15,3,4,66,0,0,0,0,0,0,0,0,3,3,3,0,4,10,23,27,21,12,0,100,0,0,0,0,7,14,18,19,3,61
SAL80020,0,0,0,3,10,21,15,23,11,83,21,13,13,15,14,3,11,9,0,99,0,0,0,6,0,6,13,22,3,50,0,0,0,0,0,0,3,7,0,10,0,0,0,6,5,6,10,15,7,49,0,0,0,0,5,11,11,27,12,66,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,7,4,14,17,17,16,9,9,0,0,86,0,0,0,0,3,0,4,4,3,14,9,9,8,10,13,22,10,11,7,99,210,123,98,114,112,96,38,27,5,823,18,10,9,7,5,6,7,3,0,65,267,152,144,153,165,160,105,93,28,1267,0,0,0,3,13,31,52,52,19,170,9,9,11,25,14,21,15,6,4,114,0,0,0,0,5,9,17,16,5,52,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,10,9,0,25,0,0,0,0,0,6,13,15,6,40
SAL80021,0,0,0,12,32,40,24,18,4,130,38,24,33,39,22,26,9,4,0,195,0,0,0,5,9,17,10,12,4,57,0,0,0,0,0,0,0,0,0,0,0,0,3,9,29,39,23,21,5,129,0,0,0,3,17,18,27,19,10,94,0,0,0,5,3,3,3,9,0,23,0,0,0,0,6,8,9,3,0,26,14,37,38,44,49,25,15,0,0,222,0,0,0,0,3,5,9,5,3,25,33,21,9,37,47,34,18,8,0,207,441,264,259,232,226,148,48,12,0,1630,29,21,30,23,16,10,0,0,0,129,547,355,371,372,389,301,128,70,13,2546,0,3,12,27,63,74,58,24,11,272,33,16,66,60,51,46,21,6,4,303,0,0,0,4,10,16,19,6,0,55,0,0,0,0,0,0,0,0,0,0,3,0,4,13,33,22,20,6,0,101,0,0,5,0,10,8,19,5,3,50
SAL80022,0,0,3,0,9,13,9,15,0,49,4,5,20,9,9,0,3,4,0,54,0,0,0,0,0,4,14,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,26,0,0,3,0,0,9,16,8,3,39,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,4,0,4,0,7,29,12,7,8,3,6,0,72,0,0,0,0,0,4,3,0,0,7,0,3,20,10,6,15,15,6,0,75,47,51,168,91,82,63,41,10,0,553,3,10,30,29,23,15,15,9,0,134,60,75,258,139,129,125,111,51,3,951,0,0,0,0,9,9,26,14,3,61,0,11,20,11,8,12,13,3,0,78,0,0,0,3,3,7,11,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,0,18,0,0,4,0,0,3,4,3,0,14
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,0,4,8,15,23,29,25,26,21,151,14,55,106,41,20,12,10,4,3,265,0,0,0,6,8,8,13,15,11,61,0,0,0,0,0,0,0,10,17,27,0,7,10,19,24,28,19,15,6,128,0,0,0,4,6,14,24,34,23,105,0,0,9,0,6,3,11,3,3,35,0,0,0,0,4,3,5,0,4,16,5,75,149,70,50,18,8,9,0,384,0,0,0,0,0,7,0,8,5,20,8,34,58,55,26,25,26,20,6,258,295,542,1248,462,178,108,48,25,12,2918,26,46,91,44,26,17,6,5,6,267,365,728,1615,664,325,205,142,106,65,4215,0,7,11,15,25,38,57,66,63,282,8,66,119,52,28,24,27,26,17,367,0,0,9,7,6,9,16,23,12,82,0,0,0,0,0,0,0,6,18,24,0,3,10,11,15,13,24,19,12,107,0,0,5,0,3,10,12,27,26,83
SAL80025,0,6,9,21,25,12,13,12,0,98,73,29,31,57,26,4,8,0,0,228,0,0,3,3,7,11,6,3,3,36,0,0,0,0,0,0,0,3,3,6,4,0,12,34,31,28,25,11,0,145,0,0,0,5,14,8,17,14,0,58,0,0,3,0,5,0,7,4,0,19,0,0,3,3,0,0,4,8,0,18,14,24,48,51,32,16,6,0,0,191,0,0,0,0,3,3,3,3,0,12,57,23,25,59,44,15,19,4,3,249,863,339,423,558,290,99,34,8,0,2614,72,35,25,40,25,9,8,0,0,214,1074,446,550,792,457,175,102,40,11,3647,0,5,5,31,40,40,33,33,3,190,59,42,57,73,42,23,13,6,0,315,0,0,6,10,6,11,3,3,0,39,0,0,0,0,0,0,0,0,0,0,3,0,5,23,35,17,18,10,0,111,0,0,0,9,10,10,9,12,0,50
SAL80026,0,0,4,7,15,36,37,14,6,119,21,23,17,30,24,13,13,3,0,144,0,0,0,0,3,21,15,15,0,54,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,30,29,14,9,106,0,0,0,0,6,17,31,16,3,73,0,0,0,0,0,5,4,3,3,15,0,0,0,0,0,3,3,8,3,17,5,29,21,30,25,15,15,4,0,144,0,0,0,3,3,3,3,0,0,12,14,25,17,13,21,28,17,10,5,150,295,172,171,170,152,106,42,5,0,1113,25,10,16,16,26,13,7,5,0,118,366,247,239,265,253,234,149,50,16,1819,0,3,6,13,39,56,71,44,12,244,19,15,40,44,38,32,28,12,6,234,0,0,4,5,14,14,20,11,5,73,0,0,0,0,0,0,0,3,5,8,0,3,0,4,14,22,14,18,3,78,0,0,0,0,4,12,20,18,7,61
SAL80027,0,4,10,16,12,31,14,7,6,100,8,49,124,57,18,12,11,4,0,283,0,0,5,11,4,12,10,12,0,54,0,0,0,0,0,0,0,0,4,4,0,0,9,6,9,13,10,3,4,54,0,0,6,4,12,12,29,9,8,80,0,0,0,0,0,6,0,3,0,9,0,0,0,0,3,12,13,0,0,28,8,50,147,63,39,16,12,0,0,335,0,0,0,0,5,5,9,3,0,22,6,29,90,36,23,29,16,8,0,237,149,357,855,370,143,107,40,22,3,2046,11,38,104,37,20,11,10,3,0,234,176,512,1284,565,253,210,130,59,13,3202,0,5,20,11,9,27,41,32,8,153,10,70,138,72,35,14,12,7,0,358,0,0,4,3,9,13,11,11,3,54,0,0,0,0,0,0,0,3,0,3,0,3,3,5,5,10,12,7,5,50,0,0,4,4,0,4,10,5,6,33
SAL80028,0,0,12,12,20,21,29,28,11,133,27,71,71,30,11,15,15,13,5,258,0,0,0,4,6,5,24,21,7,67,0,0,0,0,0,0,4,17,13,34,0,7,4,3,13,12,22,19,5,85,0,0,0,10,3,15,28,30,17,103,0,0,0,6,0,0,4,4,3,17,0,0,4,0,0,0,6,9,5,24,4,71,83,47,19,14,12,10,8,268,0,0,0,3,0,0,9,7,11,30,19,30,51,41,21,30,28,27,13,260,339,621,793,351,194,118,85,16,7,2524,19,34,37,25,10,9,9,4,8,155,411,810,1019,491,280,214,208,118,53,3604,0,10,12,16,25,33,63,65,41,265,16,122,105,49,23,24,13,20,13,385,0,5,5,3,9,19,19,23,10,93,0,0,0,0,0,4,3,13,18,38,0,8,6,7,5,14,22,20,9,91,0,4,4,6,0,14,16,31,17,92
