SAL_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SAL80121,0,6,51,23,5,0,0,0,88,0,6,11,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46,72,18,0,0,0,4,147,0,0,0,0,0,0,0,0,3,8,68,136,41,5,0,0,8,262
SAL80122,0,9,35,123,298,45,8,12,521,0,0,3,19,5,0,0,4,26,0,0,32,37,0,0,0,0,68,0,0,34,51,12,0,0,3,101,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,7,75,173,316,43,8,9,629
SAL80123,0,0,5,10,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,10,4,0,0,0,31
SAL80124,0,0,40,658,435,99,14,7,1252,0,0,9,45,7,0,0,0,59,0,0,3,3,0,0,0,0,10,0,3,12,40,7,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,49,703,444,99,14,9,1320
SAL80125,0,4,9,165,343,95,19,4,640,0,0,0,0,4,0,0,0,10,0,3,21,19,13,0,0,0,64,0,3,21,19,26,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,32,184,372,99,19,4,713
SAL80126,0,3,28,278,320,76,12,9,726,0,12,17,26,8,0,0,0,66,0,3,25,16,0,0,0,0,42,0,22,39,36,12,0,0,0,109,5,0,6,9,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,9,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,76,329,332,76,15,9,858
SAL80127,0,13,22,104,82,33,6,9,268,0,0,13,55,11,0,0,0,76,7,42,40,102,24,0,0,3,216,4,43,45,155,40,0,0,7,295,0,75,72,25,4,0,0,3,174,0,251,287,62,4,0,0,5,615,0,83,121,46,4,0,0,3,253,0,190,267,66,0,0,0,3,526,0,0,0,0,0,0,0,0,4,0,596,750,196,9,0,0,13,1565,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,6,658,819,456,132,36,6,19,2138
SAL80128,0,0,0,34,45,12,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,45,12,0,0,92
SAL80129,0,17,50,1188,1080,224,33,15,2600,0,33,61,12,14,0,0,3,130,0,35,91,21,0,0,0,0,147,0,69,152,34,12,0,0,5,274,0,12,3,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,3,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,96,210,1227,1093,224,33,17,2897
SAL80130,0,8,43,402,301,67,8,4,829,0,61,60,17,7,0,0,4,148,0,12,22,28,9,0,0,0,67,0,68,83,45,9,0,0,5,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,0,0,0,28,0,11,3,4,0,0,0,0,28,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,87,129,456,307,65,8,9,1073
SAL80131,0,39,118,789,499,76,8,9,1539,0,22,11,28,6,0,0,6,71,0,47,257,389,21,0,0,0,713,0,62,268,417,32,0,0,6,784,0,36,140,0,0,0,0,0,183,4,29,54,18,0,0,0,3,108,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,8,7,3,0,0,0,0,18,5,72,228,16,0,0,0,9,327,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,5,175,617,1223,531,77,7,20,2658
SAL80132,3,22,27,150,460,149,40,6,851,0,0,9,22,8,0,0,0,40,0,0,0,7,7,0,0,0,14,0,0,9,30,17,0,0,0,55,0,7,7,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,47,180,475,151,40,6,930
SAL80133,0,8,31,434,484,107,17,5,1091,0,9,104,23,12,0,0,0,151,0,30,21,88,17,0,0,0,153,0,38,128,110,27,0,0,6,308,0,37,28,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,39,27,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,85,180,544,513,113,17,7,1469
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80135,0,0,7,89,392,78,9,6,581,0,0,0,6,0,0,0,0,7,0,7,36,89,11,0,0,0,144,0,7,31,97,11,0,0,0,149,0,10,5,0,0,0,0,0,13,0,48,28,0,0,0,0,0,80,0,183,371,89,0,0,0,3,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,402,93,0,0,0,3,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,249,445,273,406,84,9,14,1481
SAL80136,0,5,57,269,336,109,24,3,803,0,11,15,48,10,5,0,3,87,0,3,48,153,38,0,0,0,245,0,14,65,200,46,3,0,3,337,0,22,13,8,0,0,0,0,48,4,0,0,0,0,0,0,0,7,0,27,9,6,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,23,15,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,66,155,489,383,111,29,7,1233
SAL89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
