SAL_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SAL80001,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7
SAL80002,0,0,8,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,13
SAL80003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80004,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
SAL80005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL80007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80008,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL80009,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SAL80010,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,4,4,0,0,0,18
SAL80011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80012,0,0,6,8,3,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,3,3,0,28
SAL80013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80014,0,0,0,4,7,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,0,15
SAL80015,0,0,3,0,6,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,0,0,16
SAL80016,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL80017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80018,0,16,156,694,456,113,23,9,1464,0,32,97,68,17,6,0,0,222,0,10,20,82,11,0,0,0,122,0,37,112,151,26,6,0,0,339,0,27,37,8,6,0,0,0,73,0,0,0,0,0,0,0,0,0,0,26,88,3,0,0,0,4,119,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,13,0,53,124,14,5,0,0,0,204,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,5,3,115,390,860,486,123,21,18,2018
SAL80019,0,0,18,518,911,128,8,12,1605,0,0,26,108,9,0,0,3,149,0,0,3,92,24,0,0,0,118,0,0,38,201,29,0,0,3,267,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,70,89,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,90,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,147,725,941,136,8,22,2039
SAL80020,0,8,16,267,398,88,8,3,785,0,0,11,7,4,0,0,0,20,0,0,18,38,6,0,0,4,70,0,0,35,42,7,0,0,3,91,0,5,7,8,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,5,10,8,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,56,316,417,88,12,9,897
SAL80021,0,4,23,700,535,109,24,10,1404,0,0,6,239,24,0,0,0,267,0,0,0,25,14,0,0,0,34,0,0,6,262,32,0,0,0,307,0,0,11,49,10,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,47,10,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,1007,579,105,24,13,1772
SAL80022,0,0,3,18,28,9,0,0,59,0,0,0,0,0,0,0,0,4,0,0,23,0,0,0,0,0,25,0,0,26,0,0,0,0,0,28,0,0,24,0,0,0,0,0,24,0,17,61,27,0,0,0,0,102,0,200,152,80,0,0,0,0,432,0,74,49,30,0,0,0,3,148,0,59,78,7,0,0,0,0,143,0,353,360,141,4,0,0,4,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,388,164,25,9,0,4,943
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,0,0,6,11,0,0,0,0,20,0,9,303,84,17,0,0,7,414,0,40,205,315,14,3,0,5,583,0,47,510,403,32,3,0,6,999,0,23,98,10,0,0,0,0,133,5,106,275,68,0,0,0,5,453,0,724,634,127,0,0,0,7,1497,11,447,402,76,0,0,0,9,938,0,0,0,0,0,0,0,0,0,14,1299,1404,284,3,0,0,21,3026,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,14,1343,1925,698,36,4,0,26,4042
SAL80025,0,8,64,580,1013,147,22,17,1841,0,6,6,67,11,0,0,0,85,0,7,38,122,18,0,0,0,188,0,7,47,187,26,0,0,3,268,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,113,766,1035,147,22,16,2116
SAL80026,0,7,20,323,423,76,6,7,856,0,0,43,56,0,0,0,0,94,0,9,71,192,58,0,0,0,328,0,9,111,244,58,0,0,3,428,0,0,0,139,22,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,22,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,132,706,494,77,6,17,1443
SAL80027,0,6,21,59,60,12,7,5,165,0,15,16,46,0,0,0,0,82,0,108,127,139,19,3,0,0,398,0,122,142,178,18,4,0,4,478,0,164,175,49,9,0,0,3,400,0,245,358,70,14,0,0,8,692,9,506,481,99,0,0,0,7,1095,0,277,230,17,0,0,0,9,539,0,0,0,0,0,0,0,0,0,16,1187,1245,234,18,0,0,22,2728,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,17,1321,1410,477,100,17,11,23,3380
SAL80028,0,0,7,108,330,78,26,6,554,0,3,60,172,23,0,3,3,260,0,62,198,544,138,7,0,10,960,0,61,258,714,162,10,0,8,1226,0,0,29,59,0,0,0,0,93,9,116,91,0,0,0,0,4,213,5,369,197,12,0,0,0,10,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,491,310,68,3,0,0,9,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,17,556,580,889,494,88,27,28,2679
SAL80029,0,4,25,808,701,166,28,15,1751,0,0,50,146,0,0,0,4,198,0,0,0,10,0,0,0,0,12,0,0,50,157,0,0,0,4,213,0,0,0,53,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,1019,699,166,28,22,2018
SAL80030,0,13,26,338,486,124,19,0,1010,0,15,12,34,7,0,0,0,71,0,7,43,71,21,0,0,0,146,0,18,51,110,25,0,0,0,218,0,11,7,3,0,0,0,0,24,12,77,22,0,0,0,0,0,110,3,57,95,65,10,0,0,0,233,0,79,198,109,3,0,0,0,387,0,0,0,0,0,0,0,0,0,17,232,323,175,14,0,0,0,755,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,17,265,401,624,525,124,22,9,1981
SAL80031,0,0,0,23,8,0,0,0,30,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,0,0,0,44
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,0,0,133,593,797,108,9,23,1665,0,8,50,39,0,0,0,0,93,0,20,125,195,56,0,0,3,398,0,25,177,236,61,0,0,3,496,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,345,825,853,108,9,25,2202
SAL80034,0,3,15,167,520,172,33,5,920,0,0,49,22,3,0,0,0,77,0,0,0,3,0,0,0,0,7,0,0,49,24,3,0,0,0,81,0,0,15,0,0,0,0,0,10,0,0,8,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,21,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,193,521,175,33,3,1023
SAL80035,0,9,70,705,195,26,3,13,1021,0,12,41,85,3,0,0,3,147,0,0,0,0,0,0,0,0,0,0,12,41,81,3,0,0,3,148,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,112,793,200,26,3,14,1167
SAL80036,0,3,18,399,249,37,8,6,719,0,3,32,21,18,0,0,0,83,11,32,108,36,11,0,0,0,194,11,35,146,55,32,0,0,0,282,0,3,5,3,0,0,0,0,12,0,5,37,3,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,46,4,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,47,210,460,279,36,13,7,1059
SAL80037,0,0,63,931,655,98,22,9,1784,0,9,18,3,0,0,0,0,32,0,0,15,0,0,0,0,0,24,0,9,34,9,0,0,0,0,59,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,14,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,111,942,658,102,22,15,1862
SAL80038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,89,16,0,0,0,3,155,0,0,6,0,0,0,0,0,6,3,82,103,13,0,0,0,0,209,33,535,684,146,12,0,0,11,1416,0,0,0,0,0,0,0,0,0,44,663,885,180,8,0,0,15,1788,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,44,667,887,180,8,0,0,15,1796
SAL80039,0,5,14,495,685,176,24,16,1415,0,4,56,64,11,0,0,0,128,0,0,0,33,23,0,0,0,56,0,4,56,98,32,0,0,0,185,0,0,13,129,8,0,0,6,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,129,8,0,0,6,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,75,724,725,180,24,24,1753
SAL80040,3,5,47,332,280,58,9,5,746,0,7,211,168,24,4,0,3,416,0,0,4,29,0,0,0,0,34,0,7,216,198,20,4,0,3,448,0,15,19,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,276,534,300,63,9,8,1237
SAL80041,0,6,10,195,343,81,10,3,643,0,0,38,8,11,0,0,0,53,0,14,117,322,76,6,0,4,543,0,18,152,328,87,6,0,5,597,0,0,51,18,0,0,0,0,67,0,13,105,88,31,0,0,0,234,0,35,63,22,12,0,0,0,143,0,10,16,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,65,233,127,47,0,0,4,476,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,88,399,648,473,85,8,20,1725
SAL80042,0,8,72,310,639,124,17,9,1172,0,0,0,8,4,5,0,0,20,0,7,131,95,6,0,0,0,244,0,7,131,104,7,5,0,0,261,4,28,9,0,0,0,0,0,45,0,27,54,0,0,0,0,0,89,0,19,65,35,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,4,79,135,41,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,95,335,456,651,129,17,12,1686
SAL80043,0,10,55,693,733,162,26,7,1696,0,0,22,18,9,0,0,0,60,0,0,6,31,7,0,0,0,40,0,0,27,51,11,0,0,0,99,6,13,6,0,0,0,0,0,19,8,50,132,5,0,0,0,3,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,14,5,71,139,10,3,0,0,3,229,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,9,89,219,750,746,165,28,13,2023
SAL80044,0,5,27,265,372,124,17,5,821,0,12,16,11,11,0,0,0,58,0,27,41,71,19,7,0,0,158,0,36,65,84,28,5,0,0,218,0,8,25,4,0,0,0,0,37,0,13,16,5,0,0,0,0,38,0,11,50,18,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,94,31,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,186,382,398,130,22,4,1209
SAL80045,0,0,0,49,309,101,8,0,474,0,0,24,0,8,0,0,0,32,0,20,59,85,52,0,0,0,219,0,20,80,88,60,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,24,0,61,91,59,8,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,108,73,8,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,188,207,378,101,8,0,975
SAL80046,0,5,17,241,120,24,5,8,423,0,8,4,10,0,0,0,0,22,0,14,56,171,43,6,0,0,284,0,19,58,179,43,3,0,0,308,0,136,42,3,0,0,0,6,188,0,26,21,15,0,0,0,0,61,0,130,300,22,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,291,364,39,0,0,0,6,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,445,461,159,34,7,11,1431
SAL80047,0,27,96,566,316,75,13,8,1092,0,20,40,54,7,0,0,6,125,0,4,43,69,22,3,0,0,137,0,25,79,120,27,3,0,7,261,5,74,88,24,0,0,0,3,188,0,3,13,0,0,0,0,0,20,0,15,24,11,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,19,5,98,130,38,5,0,0,7,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,143,305,725,345,77,13,16,1626
SAL80048,0,3,13,425,495,105,19,9,1076,0,9,25,32,9,0,0,0,81,0,0,0,16,3,0,0,0,19,0,9,31,49,10,0,0,0,97,0,0,35,5,4,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,40,3,4,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,83,481,504,105,19,16,1231
