SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL80107,118,118,50,27,45,24,14,400,27,18,11,12,12,6,6,88,43,32,7,5,16,11,5,119,145,144,67,59,51,25,12,493,0,4,0,0,0,0,0,4,332,316,137,104,119,58,39,1106,8,13,9,3,10,3,8,54,3,14,3,8,4,0,3,23,0,4,5,0,0,0,0,21,23,44,31,18,17,5,0,141,0,0,0,0,0,0,0,0,34,75,47,27,31,10,14,244,370,393,188,135,149,71,50,1352
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,20,26,14,6,8,5,0,89,9,8,3,5,7,4,0,30,18,15,6,4,8,5,5,55,62,75,65,42,57,21,12,339,0,0,0,0,0,0,0,3,109,127,93,60,76,31,20,520,0,3,3,3,0,0,5,21,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,14,13,5,22,8,0,65,0,0,4,0,0,0,0,4,4,19,19,12,29,8,9,92,111,145,115,75,104,39,24,616
SAL80110,196,98,37,15,23,11,7,387,10,5,6,0,0,0,0,27,22,9,6,0,0,0,0,32,40,18,11,0,7,0,0,76,0,0,0,0,0,0,0,7,267,130,58,18,28,15,3,527,5,5,8,0,14,8,3,45,3,3,0,3,0,0,0,13,0,3,4,0,3,0,0,13,6,11,3,12,10,3,5,51,0,0,0,0,0,0,0,0,24,26,18,15,24,12,8,122,292,160,67,36,54,23,17,649
SAL80111,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,5,5,6,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,13,11,11,6,0,9,3,3,29
SAL80112,21,51,38,19,33,7,8,187,4,18,12,5,8,9,7,72,11,13,29,15,15,7,3,84,55,97,54,60,70,28,16,379,0,0,0,0,0,0,0,0,96,181,130,101,127,55,39,729,0,4,0,0,8,6,5,17,0,0,0,0,0,5,0,11,0,0,0,0,3,0,0,12,3,3,10,5,21,8,0,43,0,0,0,0,0,0,0,0,5,8,14,3,28,11,3,80,103,195,141,105,162,66,37,809
SAL80113,13,7,3,0,5,0,0,42,0,4,3,0,0,0,3,10,8,8,5,0,3,0,0,20,21,10,6,7,19,9,6,70,0,0,0,0,0,0,0,0,46,27,15,9,26,13,9,143,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,3,0,3,0,3,0,9,0,0,0,0,0,0,0,0,5,8,6,3,0,3,0,21,48,36,17,14,26,18,9,162
SAL80114,37,31,18,14,20,12,5,129,13,6,3,7,0,3,0,35,14,8,7,4,0,0,0,42,102,93,51,17,43,13,7,324,0,0,0,0,0,0,0,4,158,140,76,39,69,27,15,535,4,5,3,8,3,3,0,24,0,5,6,5,4,0,0,19,0,0,0,3,4,0,0,11,22,35,39,19,23,4,0,141,0,0,0,0,0,0,0,0,25,50,45,31,33,9,5,193,184,193,128,69,103,39,21,730
SAL80115,29,30,13,10,16,3,9,105,20,20,10,6,14,3,0,75,29,24,12,7,15,8,5,91,135,115,66,33,31,12,0,401,0,0,0,0,0,0,0,3,212,192,109,55,75,25,12,676,0,3,3,7,3,0,0,15,0,3,5,0,0,3,0,18,0,0,4,0,4,0,0,13,10,21,12,8,15,12,3,82,0,4,0,0,0,0,0,5,9,33,27,13,20,12,9,126,225,228,129,72,94,41,16,805
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,55,48,19,6,7,9,0,133,13,24,4,3,8,0,0,59,29,19,7,3,8,0,0,70,97,106,51,31,38,9,5,330,0,0,0,0,0,0,0,0,191,202,80,43,62,14,3,596,9,10,4,9,10,0,0,33,7,4,5,0,3,0,0,16,0,0,0,3,0,3,0,11,18,8,13,5,16,3,3,76,0,0,0,0,0,0,0,0,32,27,26,14,30,9,0,141,223,228,107,60,87,24,8,737
SAL80118,13,12,7,3,4,5,0,52,8,19,7,6,10,4,0,53,19,9,8,8,0,0,0,50,104,114,60,39,48,22,4,383,0,0,0,0,0,0,0,0,140,149,81,55,68,37,5,538,0,5,0,0,3,0,0,13,4,0,3,7,0,0,0,15,0,0,0,0,0,0,0,0,3,13,15,10,11,10,0,59,0,0,0,0,0,0,0,0,8,22,18,14,19,7,0,93,148,171,106,68,84,47,5,627
SAL80119,22,12,13,10,10,9,3,77,3,8,7,9,4,0,0,31,6,11,11,3,6,0,0,44,46,67,37,26,30,20,6,229,0,0,0,0,0,0,0,0,80,99,66,49,49,27,10,384,0,7,0,0,0,0,0,10,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,22,10,8,4,3,0,60,0,0,0,0,0,0,0,0,17,31,13,11,10,3,3,85,93,133,82,55,61,31,16,463
SAL80120,56,37,12,9,8,4,6,125,3,7,0,4,0,0,0,8,0,7,0,0,0,0,0,3,16,5,0,0,0,0,0,24,0,0,0,0,0,0,0,0,77,44,15,11,9,11,6,172,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,0,3,10,5,3,0,0,0,21,80,56,18,9,11,10,4,192
SAL80121,5,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,11,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,11,5,3,0,0,0,19,3,6,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,10,7,13,3,6,4,0,0,36
SAL80122,168,177,57,22,23,21,3,482,5,0,0,0,3,0,0,11,9,11,3,0,0,0,0,29,41,17,17,7,5,4,0,86,0,0,0,0,0,0,0,0,221,215,73,30,37,26,3,608,13,9,3,3,6,0,0,48,0,4,0,0,0,0,0,4,0,3,3,0,0,0,0,6,18,13,9,4,0,0,0,45,0,0,0,0,0,0,0,0,38,30,16,8,3,3,0,95,253,239,91,33,48,33,4,702
SAL80123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,8,7,0,6,7,3,0,0,20
SAL80124,17,30,26,15,18,10,4,123,13,20,12,6,14,4,0,71,20,25,9,5,6,5,0,69,131,110,82,48,69,15,21,480,0,0,0,0,0,0,0,0,181,184,129,76,110,38,24,745,0,0,0,0,0,0,0,6,0,4,3,0,8,0,0,20,0,4,4,3,3,0,0,19,24,31,15,17,23,8,0,124,0,0,0,0,0,0,0,0,37,40,18,21,35,10,3,169,217,230,146,104,147,45,29,915
SAL80125,164,183,76,30,33,19,4,512,13,6,0,4,0,0,0,23,11,7,5,4,3,0,0,35,46,34,27,10,21,10,3,150,3,0,0,0,0,0,0,3,239,231,109,51,54,28,9,723,6,15,3,4,5,0,0,26,4,6,0,0,0,0,0,12,6,0,4,5,0,0,0,11,11,7,8,3,3,0,0,32,0,0,0,0,0,0,0,0,22,22,12,13,5,0,0,76,262,253,127,61,64,27,9,804
SAL80126,37,29,20,14,12,6,6,113,11,17,10,0,9,6,0,53,19,11,17,5,11,3,3,73,74,88,62,34,44,17,9,328,0,0,0,0,0,0,0,0,139,138,109,56,69,31,18,569,0,4,0,3,0,3,0,11,0,0,4,0,0,0,0,5,0,0,7,3,3,0,0,8,7,9,5,9,11,6,0,50,0,0,0,0,0,0,0,0,6,12,13,14,18,8,3,78,148,157,122,75,89,41,18,644
SAL80127,23,37,13,16,17,9,3,117,10,8,6,5,6,3,0,46,16,4,8,0,5,0,0,42,48,35,25,16,21,13,7,163,0,0,0,0,0,0,0,0,97,97,50,33,47,21,10,367,5,10,0,5,3,4,0,29,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,3,8,5,0,0,4,3,28,0,0,0,0,0,0,0,0,7,20,14,12,8,7,5,66,108,112,68,47,53,32,17,429
SAL80128,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,15,30,4,5,8,4,0,67,0,0,0,0,0,0,0,0,16,33,9,4,8,4,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,14,16,38,11,7,5,4,0,90
SAL80129,86,90,55,34,24,19,18,320,33,45,21,24,30,9,3,162,39,46,32,11,14,6,3,151,251,271,158,99,114,45,23,952,0,0,0,0,0,0,0,4,407,450,265,167,177,77,50,1588,7,13,4,3,3,3,0,44,3,5,4,0,9,0,0,25,4,6,3,0,4,0,0,18,27,49,47,39,46,8,4,221,5,0,0,0,0,0,0,6,44,76,60,43,61,20,12,315,451,523,328,210,238,94,58,1901
SAL80130,24,32,12,3,10,5,5,100,10,8,0,6,8,5,0,31,9,20,10,9,7,3,0,57,112,106,66,26,53,23,0,388,0,0,0,0,0,0,0,0,162,168,92,40,72,33,9,579,0,4,5,0,0,0,3,18,3,4,3,0,0,0,0,10,0,4,0,0,0,0,0,12,5,18,17,8,16,0,4,61,0,0,0,0,0,0,0,0,14,31,23,12,19,5,10,103,175,199,119,52,88,38,14,688
SAL80131,70,86,43,14,33,14,0,267,48,41,22,14,10,4,0,145,50,59,31,11,21,7,5,176,221,206,98,63,69,25,8,689,0,0,0,0,0,0,0,3,393,391,189,110,128,54,13,1280,0,15,10,7,7,0,0,41,9,7,8,4,8,3,0,37,0,9,3,3,4,4,0,24,11,39,24,17,23,4,3,133,3,0,0,0,0,0,0,8,29,75,48,36,42,11,9,247,417,469,238,141,175,63,22,1520
SAL80132,17,23,12,11,16,7,0,88,13,11,8,13,13,3,4,59,13,6,17,9,11,10,6,70,71,121,75,56,74,23,16,430,3,5,0,0,0,0,0,0,112,165,110,89,108,42,23,648,3,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,5,3,5,14,6,0,44,0,0,0,0,0,0,0,0,13,5,11,10,15,8,0,61,126,171,119,100,129,51,24,716
SAL80133,53,55,31,12,18,15,10,186,12,22,14,9,9,6,0,70,23,19,18,4,10,0,0,81,121,129,65,46,55,28,9,463,0,0,0,0,0,0,0,0,206,229,128,80,84,51,26,801,0,6,9,8,6,4,0,30,0,5,0,4,0,0,0,21,0,0,3,3,0,0,0,14,10,18,13,7,23,3,5,76,0,0,0,0,0,0,0,0,16,32,20,27,36,7,13,144,220,258,150,98,120,54,34,944
SAL80134,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SAL80135,118,152,60,39,45,17,7,436,16,19,12,6,5,0,0,51,12,27,10,0,4,3,0,61,100,57,30,13,11,0,0,219,0,0,0,0,0,0,0,0,249,249,112,60,68,24,11,764,0,7,5,4,5,5,3,35,0,4,0,0,3,0,6,10,5,3,0,0,0,0,0,11,16,12,10,8,8,5,0,59,0,0,0,0,0,0,0,0,21,25,22,13,14,10,10,114,271,275,131,76,79,37,18,878
SAL80136,30,37,28,23,28,15,8,166,9,23,14,7,16,8,0,72,10,16,6,9,8,3,0,63,54,77,44,26,42,26,15,285,0,0,0,0,0,0,0,5,113,152,91,67,93,53,24,587,4,0,0,4,5,0,0,6,0,4,0,0,0,0,0,14,0,0,0,4,0,0,0,3,9,10,8,7,7,0,0,34,0,0,0,0,0,0,0,0,9,13,3,14,11,0,3,62,121,171,97,75,103,57,25,651
SAL89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
