SA4_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
801,2982,742,7180,85498,122804,46976,24590,73668,17459,370996
897,0,0,0,0,0,0,0,0,0,0
899,0,0,4,123,123,39,17,138,126,560
